      Source    Campaign     Index   Year   Yday MinDay MaxDay  Month     Lat     Lon  MinLat  MaxLat  MinLon  MaxLon Length    Nsamps  Avg_none  Min_none  Max_none   SD_none Avg_frbrd Min_frbrd Max_frbrd  SD_frbrd Avg_thkns Min_thkns Max_thkns  SD_thkns
   ICESAT1-G          3d  11000110   2005  317.6  306.0  323.0     11   75.63 -160.51   75.38   75.88 -161.13 -159.47    161       949   -999.00   -999.00   -999.00   -999.00      0.24      0.00      0.79      0.14      1.16      0.00      6.07      1.05
   ICESAT1-G          3d  11000111   2005  314.0  304.0  323.0     11   75.77 -162.16   75.50   76.03 -163.07 -161.05     95       562   -999.00   -999.00   -999.00   -999.00      0.37      0.00      1.23      0.24      2.27      0.00     10.22      2.15
   ICESAT1-G          3d  11000112   2005  319.0  305.0  324.0     11   75.88 -163.82   75.65   76.17 -164.49 -163.25    100       592   -999.00   -999.00   -999.00   -999.00      0.29      0.00      0.86      0.14      1.45      0.00      6.64      1.11
   ICESAT1-G          3d  11000113   2005  323.3  309.0  325.0     11   76.12 -167.72   75.85   76.37 -168.66 -166.90     89       527   -999.00   -999.00   -999.00   -999.00      0.18      0.00      0.66      0.10      0.66      0.00      4.77      0.68
   ICESAT1-G          3d  11000114   2005  313.8  299.0  326.0     11   76.21 -169.51   75.98   76.47 -170.37 -168.66     87       516   -999.00   -999.00   -999.00   -999.00      0.17      0.00      0.58      0.06      0.48      0.00      4.01      0.33
   ICESAT1-G          3d  11000115   2005  316.6  299.0  326.0     11   76.27 -170.92   76.04   76.52 -172.02 -170.29    148       875   -999.00   -999.00   -999.00   -999.00      0.19      0.00      0.85      0.10      0.66      0.00      6.57      0.63
   ICESAT1-G          3d  11000116   2005  314.6  300.0  327.0     11   76.34 -173.33   76.11   76.59 -174.20 -172.19    186      1095   -999.00   -999.00   -999.00   -999.00      0.13      0.01      0.44      0.07      0.37      0.03      2.61      0.34
   ICESAT1-G          3d  11000117   2005  310.7  303.0  319.0     11   76.40 -175.11   76.16   76.63 -176.08 -174.21    114       676   -999.00   -999.00   -999.00   -999.00      0.18      0.00      0.44      0.10      0.64      0.00      2.71      0.55
   ICESAT1-G          3d  11000118   2005  319.9  303.0  326.0     11   76.45 -177.05   76.20   76.66 -177.71 -176.08    145       854   -999.00   -999.00   -999.00   -999.00      0.15      0.00      0.85      0.13      0.58      0.00      6.47      0.81
   ICESAT1-G          3d  11000119   2005  313.7  299.0  324.0     11   76.30  171.29   76.07   76.52  170.47  172.06    114       676   -999.00   -999.00   -999.00   -999.00      0.17      0.00      0.72      0.09      0.49      0.00      5.20      0.52
   ICESAT1-G          3d  11000120   2005  314.7  298.0  325.0     11   76.18  168.00   75.87   76.39  167.22  168.54     93       550   -999.00   -999.00   -999.00   -999.00      0.17      0.00      0.96      0.12      0.70      0.00      7.58      0.79
   ICESAT1-G          3d  11000121   2005  312.6  299.0  326.0     11   76.02  165.43   75.76   76.28  164.65  166.16    159       938   -999.00   -999.00   -999.00   -999.00      0.18      0.00      0.69      0.11      0.65      0.00      4.96      0.68
   ICESAT1-G          3d  11000122   2005  313.7  299.0  327.0     11   75.87  163.79   75.62   76.14  162.79  164.88    152       896   -999.00   -999.00   -999.00   -999.00      0.24      0.00      0.58      0.10      0.87      0.00      3.98      0.62
   ICESAT1-G          3d  11000123   2005  311.1  299.0  324.0     11   74.22  149.43   73.99   74.53  148.65  150.14    136       802   -999.00   -999.00   -999.00   -999.00      0.17      0.00      0.56      0.08      0.49      0.00      3.68      0.39
   ICESAT1-G          3d  11000124   2005  317.7  309.0  323.0     11   70.59 -132.03   70.29   70.88 -132.67 -131.72     98       581   -999.00   -999.00   -999.00   -999.00      0.12      0.00      0.51      0.07      0.46      0.00      3.94      0.50
   ICESAT1-G          3d  11000125   2005  316.6  307.0  326.0     11   71.27 -133.92   71.01   71.52 -134.45 -133.09    117       694   -999.00   -999.00   -999.00   -999.00      0.27      0.00      1.29      0.18      1.73      0.00     11.23      1.64
   ICESAT1-G          3d  11000126   2005  321.0  316.0  324.0     11   71.89 -136.06   71.66   72.17 -136.64 -135.59     86       510   -999.00   -999.00   -999.00   -999.00      0.40      0.00      2.00      0.22      2.78      0.00     17.92      2.06
   ICESAT1-G          3d  11000127   2005  313.8  308.0  316.0     11   72.23 -137.03   71.98   72.47 -137.70 -136.64     90       530   -999.00   -999.00   -999.00   -999.00      0.37      0.00      1.28      0.21      2.56      0.00     11.05      1.89
   ICESAT1-G          3d  11000128   2005  302.4  295.0  325.0     10   72.51 -138.42   72.25   72.76 -139.19 -137.70    140       826   -999.00   -999.00   -999.00   -999.00      0.38      0.00      1.25      0.22      2.72      0.00     10.89      2.02
   ICESAT1-G          3d  11000129   2005  314.2  295.0  325.0     11   72.78 -139.28   72.48   73.09 -140.25 -138.33    219      1290   -999.00   -999.00   -999.00   -999.00      0.36      0.00      2.05      0.21      2.40      0.00     18.35      1.88
   ICESAT1-G          3d  11000130   2005  317.1  309.0  325.0     11   73.07 -140.46   72.80   73.34 -141.32 -139.41     95       560   -999.00   -999.00   -999.00   -999.00      0.33      0.00      0.85      0.16      2.09      0.00      6.89      1.38
   ICESAT1-G          3d  11000131   2005  314.6  309.0  321.0     11   73.39 -141.51   73.04   73.67 -142.03 -140.74    143       847   -999.00   -999.00   -999.00   -999.00      0.33      0.00      0.93      0.15      2.12      0.00      7.67      1.29
   ICESAT1-G          3d  11000132   2005  317.9  305.0  326.0     11   73.59 -143.00   73.32   73.86 -144.02 -141.85    106       627   -999.00   -999.00   -999.00   -999.00      0.32      0.00      0.82      0.14      1.99      0.00      6.51      1.23
   ICESAT1-G          3d  11000133   2005  318.3  306.0  326.0     11   73.91 -144.19   73.63   74.19 -145.36 -143.37    135       798   -999.00   -999.00   -999.00   -999.00      0.34      0.00      1.09      0.15      2.08      0.00      9.07      1.31
   ICESAT1-G          3d  11000134   2005  313.5  306.0  327.0     11   74.15 -145.57   73.89   74.42 -146.61 -144.51    147       867   -999.00   -999.00   -999.00   -999.00      0.29      0.00      1.04      0.13      1.58      0.00      8.65      1.14
   ICESAT1-G          3d  11000135   2005  324.0  319.0  327.0     11   74.41 -146.97   74.17   74.71 -147.77 -146.00    108       640   -999.00   -999.00   -999.00   -999.00      0.28      0.00      1.00      0.11      1.45      0.00      8.20      0.97
   ICESAT1-G          3d  11000136   2005  316.7  303.0  324.0     11   74.66 -148.57   74.38   74.92 -149.50 -147.77    154       909   -999.00   -999.00   -999.00   -999.00      0.23      0.00      0.76      0.12      1.07      0.00      5.86      0.92
   ICESAT1-G          3d  11000137   2005  303.5  295.0  320.0     10   74.89 -149.90   74.63   75.17 -151.05 -148.96    125       741   -999.00   -999.00   -999.00   -999.00      0.27      0.00      0.76      0.12      1.41      0.00      5.97      1.03
   ICESAT1-G          3d  11000138   2005  316.0  295.0  325.0     11   75.12 -151.38   74.83   75.40 -152.16 -150.70    191      1126   -999.00   -999.00   -999.00   -999.00      0.22      0.00      0.96      0.10      0.90      0.00      7.76      0.75
   ICESAT1-G          3d  11000139   2005  311.5  302.0  327.0     11   75.70 -156.44   75.44   76.00 -157.27 -155.13    174      1027   -999.00   -999.00   -999.00   -999.00      0.34      0.00      0.98      0.14      1.93      0.00      7.82      1.22
   ICESAT1-G          3d  11000140   2005  311.5  306.0  320.0     11   76.03 -159.97   75.79   76.33 -160.59 -159.30    119       701   -999.00   -999.00   -999.00   -999.00      0.32      0.00      0.77      0.14      1.72      0.00      5.89      1.22
   ICESAT1-G          3d  11000141   2005  316.2  304.0  323.0     11   76.19 -161.56   75.93   76.47 -162.51 -160.36    149       877   -999.00   -999.00   -999.00   -999.00      0.29      0.00      0.92      0.17      1.50      0.00      7.30      1.41
   ICESAT1-G          3d  11000142   2005  316.9  297.0  324.0     11   76.45 -164.72   76.22   76.68 -165.20 -164.11    113       667   -999.00   -999.00   -999.00   -999.00      0.22      0.00      0.74      0.12      0.90      0.00      5.63      0.87
   ICESAT1-G          3d  11000143   2005  303.8  299.0  309.0     10   76.68 -169.73   76.44   76.91 -170.16 -169.28     86       511   -999.00   -999.00   -999.00   -999.00      0.13      0.00      0.54      0.05      0.33      0.01      3.67      0.24
   ICESAT1-G          3d  11000144   2005  318.8  308.0  326.0     11   76.75 -171.14   76.50   76.98 -172.12 -169.91    191      1124   -999.00   -999.00   -999.00   -999.00      0.19      0.00      0.58      0.11      0.68      0.00      3.93      0.70
   ICESAT1-G          3d  11000145   2005  315.3  300.0  327.0     11   76.79 -172.95   76.55   77.03 -174.01 -171.97    103       609   -999.00   -999.00   -999.00   -999.00      0.20      0.00      0.94      0.13      0.77      0.00      7.31      1.01
   ICESAT1-G          3d  11000146   2005  319.6  311.0  327.0     11   76.88 -175.08   76.61   77.09 -175.99 -174.02    141       833   -999.00   -999.00   -999.00   -999.00      0.19      0.00      0.68      0.11      0.67      0.00      4.84      0.68
   ICESAT1-G          3d  11000147   2005  315.1  303.0  326.0     11   76.85 -176.76   76.65   77.11 -177.98 -175.95    144       852   -999.00   -999.00   -999.00   -999.00      0.18      0.00      0.73      0.12      0.66      0.00      5.35      0.76
   ICESAT1-G          3d  11000148   2005  313.9  299.0  326.0     11   76.43  165.20   76.19   76.72  164.14  166.33    160       945   -999.00   -999.00   -999.00   -999.00      0.17      0.00      0.63      0.10      0.55      0.00      4.45      0.54
   ICESAT1-G          3d  11000149   2005  313.7  302.0  327.0     11   76.29  162.91   76.06   76.59  162.19  164.00    114       675   -999.00   -999.00   -999.00   -999.00      0.18      0.00      0.53      0.11      0.63      0.00      3.41      0.71
   ICESAT1-G          3d  11000150   2005  320.9  317.0  325.0     11   76.22  161.58   75.95   76.48  160.79  162.19    129       762   -999.00   -999.00   -999.00   -999.00      0.11      0.00      0.29      0.05      0.26      0.00      1.08      0.12
   ICESAT1-G          3d  11000151   2005  314.5  312.0  320.0     11   72.43  138.29   72.16   72.67  137.71  138.79     88       519   -999.00   -999.00   -999.00   -999.00      0.31      0.00      1.22      0.32      1.91      0.00     10.07      2.72
   ICESAT1-G          3d  11000152   2005  316.0  309.0  323.0     11   71.20 -132.06   70.90   71.52 -132.44 -131.35    118       697   -999.00   -999.00   -999.00   -999.00      0.18      0.00      0.92      0.10      0.86      0.00      7.63      0.85
   ICESAT1-G          3d  11000153   2005  320.7  315.0  326.0     11   71.53 -133.05   71.26   71.81 -133.48 -132.44    112       660   -999.00   -999.00   -999.00   -999.00      0.30      0.00      1.35      0.20      1.84      0.00     11.67      1.82
   ICESAT1-G          3d  11000154   2005  312.6  307.0  326.0     11   71.84 -134.09   71.57   72.10 -134.69 -133.02    138       812   -999.00   -999.00   -999.00   -999.00      0.31      0.00      1.42      0.21      2.01      0.00     12.50      1.91
   ICESAT1-G          3d  11000155   2005  315.7  308.0  324.0     11   72.78 -137.04   72.51   73.03 -138.15 -136.45    139       821   -999.00   -999.00   -999.00   -999.00      0.34      0.00      1.14      0.21      2.24      0.00      9.56      1.83
   ICESAT1-G          3d  11000156   2005  308.2  295.0  320.0     11   73.12 -138.30   72.83   73.42 -139.23 -137.53    199      1176   -999.00   -999.00   -999.00   -999.00      0.36      0.00      1.89      0.22      2.48      0.00     16.86      1.95
   ICESAT1-G          3d  11000157   2005  310.3  300.0  325.0     11   73.39 -139.41   73.10   73.68 -140.14 -138.63    166       978   -999.00   -999.00   -999.00   -999.00      0.35      0.01      1.37      0.17      2.25      0.02     11.87      1.59
   ICESAT1-G          3d  11000158   2005  320.6  300.0  325.0     11   73.72 -140.80   73.45   73.99 -141.80 -139.74    147       870   -999.00   -999.00   -999.00   -999.00      0.28      0.00      1.11      0.13      1.58      0.00      9.37      1.12
   ICESAT1-G          3d  11000159   2005  310.6  305.0  317.0     11   73.97 -141.90   73.67   74.28 -142.45 -141.26    152       898   -999.00   -999.00   -999.00   -999.00      0.29      0.00      0.99      0.14      1.65      0.00      8.21      1.19
   ICESAT1-G          3d  11000160   2005  319.9  309.0  326.0     11   74.28 -143.24   74.03   74.50 -143.94 -142.40     92       547   -999.00   -999.00   -999.00   -999.00      0.28      0.00      0.73      0.14      1.46      0.00      5.61      1.18
   ICESAT1-G          3d  11000161   2005  315.7  306.0  326.0     11   74.52 -144.68   74.23   74.76 -145.67 -143.94    146       863   -999.00   -999.00   -999.00   -999.00      0.36      0.00      0.92      0.16      2.18      0.00      7.41      1.43
   ICESAT1-G          3d  11000162   2005  316.0  310.0  327.0     11   74.81 -145.96   74.50   75.10 -147.22 -145.12    180      1061   -999.00   -999.00   -999.00   -999.00      0.27      0.00      0.87      0.14      1.39      0.00      6.94      1.13
   ICESAT1-G          3d  11000163   2005  320.2  307.0  327.0     11   75.02 -147.69   74.74   75.32 -148.46 -146.82    158       932   -999.00   -999.00   -999.00   -999.00      0.32      0.00      0.80      0.13      1.81      0.00      6.28      1.14
   ICESAT1-G          3d  11000164   2005  316.7  303.0  327.0     11   75.27 -148.83   75.03   75.58 -150.17 -147.89    116       688   -999.00   -999.00   -999.00   -999.00      0.18      0.00      0.85      0.11      0.71      0.00      6.77      0.77
   ICESAT1-G          3d  11000165   2005  311.9  295.0  325.0     11   75.53 -150.99   75.30   75.80 -151.76 -150.26    129       759   -999.00   -999.00   -999.00   -999.00      0.24      0.00      0.88      0.10      1.07      0.00      6.93      0.80
   ICESAT1-G          3d  11000166   2005  314.8  295.0  320.0     11   75.71 -152.08   75.44   76.02 -152.48 -151.42    111       653   -999.00   -999.00   -999.00   -999.00      0.21      0.00      0.64      0.09      0.78      0.00      4.63      0.66
   ICESAT1-G          3d  11000167   2005  313.5  302.0  321.0     11   76.11 -155.72   75.83   76.41 -156.71 -154.97    150       886   -999.00   -999.00   -999.00   -999.00      0.26      0.00      0.80      0.13      1.22      0.00      6.13      1.04
   ICESAT1-G          3d  11000168   2005  321.1  320.0  322.0     11   76.46 -158.97   76.18   76.74 -159.33 -158.55     92       542   -999.00   -999.00   -999.00   -999.00      0.31      0.00      0.81      0.14      1.57      0.00      6.21      1.15
   ICESAT1-G          3d  11000169   2005  311.2  304.0  323.0     11   76.62 -161.01   76.34   76.90 -162.04 -160.11    169       999   -999.00   -999.00   -999.00   -999.00      0.28      0.00      0.91      0.14      1.36      0.00      7.20      1.11
   ICESAT1-G          3d  11000170   2005  312.6  297.0  323.0     11   76.82 -162.62   76.52   77.05 -163.70 -162.03    125       738   -999.00   -999.00   -999.00   -999.00      0.27      0.00      0.73      0.11      1.19      0.00      5.52      0.90
   ICESAT1-G          3d  11000171   2005  315.5  297.0  324.0     11   76.83 -164.48   76.62   77.08 -165.63 -163.70    108       638   -999.00   -999.00   -999.00   -999.00      0.21      0.00      0.67      0.11      0.83      0.00      4.86      0.78
   ICESAT1-G          3d  11000172   2005  303.8  299.0  324.0     10   77.16 -168.82   76.91   77.33 -169.69 -167.52     97       576   -999.00   -999.00   -999.00   -999.00      0.24      0.00      0.91      0.13      1.05      0.00      7.07      1.03
   ICESAT1-G          3d  11000173   2005  314.8  308.0  326.0     11   77.16 -170.67   76.93   77.43 -171.74 -169.69    186      1098   -999.00   -999.00   -999.00   -999.00      0.16      0.00      0.71      0.09      0.51      0.00      5.21      0.56
   ICESAT1-G          3d  11000174   2005  312.5  300.0  326.0     11   77.24 -172.14   77.01   77.47 -172.81 -171.62     91       536   -999.00   -999.00   -999.00   -999.00      0.23      0.00      0.97      0.13      0.94      0.00      7.57      0.97
